Year,OLS3,OLS,RF,NN2,NN3,RW
2017,0.0581517125167725,0.0223939357042153,0.1069756692050635,0.1702392927039231,0.2120925040702856,-0.9757310205236288
2018,0.0777973326686266,0.0705459155350634,0.1901671580441584,0.0300339062846618,0.118455733968243,-1.041767215278445
2019,0.0628988554345582,0.0635429111685323,0.1767639356245348,0.1200166338633866,0.1641771093299016,-1.0620946128966469
2020,0.0263084659873223,0.0273041410975183,-0.0693138377460518,0.012538968893869,0.0420774893174676,-1.2654190181565963
2021,0.0301287898865093,-0.2349723381142336,0.016670557280332,0.0624264527916803,-0.0135515318755645,-0.901157593508376
2022,0.0693240285075211,0.0544477251443636,0.0634290829134867,-0.1076818284005243,0.0363229847287304,-0.7947920306991507
2023,0.0042599327057774,-0.0084288857960939,0.1046280445564467,0.0995355725872825,0.0519935469191077,-0.9620870121888152
