,TBL,TMS,DFY
1992-10-13,2.86,3.65,0.85
1992-10-14,2.93,3.58,0.85
1992-10-15,2.92,3.61,0.85
1992-10-16,2.9,3.7,0.85
1992-10-19,2.97,3.72,0.85
1992-10-20,3.02,3.84,0.85
1992-10-21,2.93,3.87,0.85
1992-10-22,2.91,3.83,0.85
1992-10-23,2.93,3.9,0.85
1992-10-26,2.92,3.91,0.85
1992-10-27,2.94,3.84,0.85
1992-10-28,2.94,3.82,0.85
1992-10-29,2.95,3.76,0.85
1992-10-30,2.96,3.84,0.85
1992-11-01,2.96,3.84,0.86
1992-11-02,3.01,3.87,0.86
1992-11-03,3.03,3.84,0.86
1992-11-04,3.02,3.87,0.86
1992-11-05,3.01,3.86,0.86
1992-11-06,3.06,3.91,0.86
1992-11-09,3.08,3.92,0.86
1992-11-10,3.08,3.83,0.86
1992-11-11,3.08,3.83,0.86
1992-11-12,3.06,3.73,0.86
1992-11-13,3.08,3.74,0.86
1992-11-16,3.12,3.78,0.86
1992-11-17,3.17,3.69,0.86
1992-11-18,3.15,3.63,0.86
1992-11-19,3.15,3.66,0.86
1992-11-20,3.2,3.64,0.86
1992-11-23,3.24,3.62,0.86
1992-11-24,3.22,3.6,0.86
1992-11-25,3.24,3.6,0.86
1992-11-26,3.24,3.6,0.86
1992-11-27,3.25,3.68,0.86
1992-11-30,3.27,3.68,0.86
1992-12-01,3.33,3.61,0.83
1992-12-02,3.34,3.59,0.83
1992-12-03,3.3,3.61,0.83
1992-12-04,3.25,3.59,0.83
1992-12-07,3.25,3.53,0.83
1992-12-08,3.26,3.47,0.83
1992-12-09,3.23,3.53,0.83
1992-12-10,3.22,3.55,0.83
1992-12-11,3.25,3.55,0.83
1992-12-14,3.26,3.57,0.83
1992-12-15,3.22,3.61,0.83
1992-12-16,3.21,3.56,0.83
1992-12-17,3.2,3.57,0.83
1992-12-18,3.16,3.6,0.83
1992-12-21,3.17,3.54,0.83
1992-12-22,3.2,3.45,0.83
1992-12-23,3.18,3.5,0.83
1992-12-24,3.16,3.53,0.83
1992-12-25,3.16,3.53,0.83
1992-12-28,3.18,3.54,0.83
1992-12-29,3.2,3.49,0.83
1992-12-30,3.12,3.56,0.83
1992-12-31,3.08,3.62,0.83
1993-01-01,3.08,3.62,0.76
1993-01-04,3.08,3.52,0.76
1993-01-05,3.11,3.5,0.76
1993-01-06,3.1,3.53,0.76
1993-01-07,3.12,3.64,0.76
1993-01-08,3.06,3.69,0.76
1993-01-11,3.05,3.66,0.76
1993-01-12,3.02,3.7,0.76
1993-01-13,3.0,3.71,0.76
1993-01-14,2.98,3.67,0.76
1993-01-15,2.94,3.66,0.76
1993-01-18,2.94,3.66,0.76
1993-01-19,2.99,3.6,0.76
1993-01-20,3.01,3.6,0.76
1993-01-21,2.99,3.61,0.76
1993-01-22,2.97,3.6,0.76
1993-01-25,2.95,3.53,0.76
1993-01-26,2.95,3.55,0.76
1993-01-27,2.91,3.57,0.76
1993-01-28,2.9,3.54,0.76
1993-01-29,2.9,3.49,0.76
1993-02-01,2.9,3.48,0.68
1993-02-02,2.96,3.5,0.68
1993-02-03,2.93,3.52,0.68
1993-02-04,2.9,3.49,0.68
1993-02-05,2.9,3.42,0.68
1993-02-08,2.92,3.45,0.68
1993-02-09,2.93,3.48,0.68
1993-02-10,2.94,3.46,0.68
1993-02-11,2.92,3.45,0.68
1993-02-12,2.93,3.42,0.68
1993-02-15,2.93,3.42,0.68
1993-02-16,2.93,3.41,0.68
1993-02-17,2.91,3.37,0.68
1993-02-18,2.89,3.28,0.68
1993-02-19,2.93,3.22,0.68
1993-02-22,2.95,3.14,0.68
1993-02-23,2.94,2.98,0.68
1993-02-24,2.96,3.05,0.68
1993-02-25,2.95,3.08,0.68
1993-02-26,2.95,3.08,0.68
1993-03-01,2.95,2.99,0.57
1993-03-02,2.97,2.98,0.57
1993-03-03,2.94,2.94,0.57
1993-03-04,2.91,2.92,0.57
1993-03-05,3.0,2.9,0.57
1993-03-08,3.0,2.85,0.57
1993-03-09,2.99,2.92,0.57
1993-03-10,2.98,2.99,0.57
1993-03-11,2.96,3.0,0.57
1993-03-12,2.97,3.14,0.57
1993-03-15,2.99,3.18,0.57
1993-03-16,2.98,3.08,0.57
1993-03-17,2.98,3.04,0.57
1993-03-18,2.95,2.98,0.57
1993-03-19,2.96,2.99,0.57
1993-03-22,2.94,3.02,0.57
1993-03-23,2.92,2.99,0.57
1993-03-24,2.92,3.03,0.57
1993-03-25,2.91,3.07,0.57
1993-03-26,2.93,3.16,0.57
1993-03-29,2.94,3.12,0.57
1993-03-30,2.91,3.11,0.57
1993-03-31,2.89,3.14,0.57
1993-04-01,2.9,3.16,0.68
1993-04-02,2.91,3.25,0.68
1993-04-05,2.9,3.23,0.68
1993-04-06,2.91,3.17,0.68
1993-04-07,2.92,3.15,0.68
1993-04-08,2.9,3.07,0.68
1993-04-09,2.9,3.07,0.68
1993-04-12,2.89,3.03,0.68
1993-04-13,2.85,3.08,0.68
1993-04-14,2.82,3.08,0.68
1993-04-15,2.84,3.04,0.68
1993-04-16,2.84,3.05,0.68
1993-04-19,2.81,3.06,0.68
1993-04-20,2.79,3.08,0.68
1993-04-21,2.8,3.06,0.68
1993-04-22,2.82,3.03,0.68
1993-04-23,2.84,3.05,0.68
1993-04-26,2.89,3.05,0.68
1993-04-27,2.91,3.11,0.68
1993-04-28,2.92,3.11,0.68
1993-04-29,2.9,3.09,0.68
1993-04-30,2.91,3.14,0.68
1993-05-01,2.91,3.14,0.78
1993-05-03,2.87,3.09,0.78
1993-05-04,2.87,3.05,0.78
1993-05-05,2.89,3.04,0.78
1993-05-06,2.86,3.03,0.78
1993-05-07,2.87,3.05,0.78
1993-05-10,2.87,3.02,0.78
1993-05-11,2.89,3.0,0.78
1993-05-12,2.9,3.06,0.78
1993-05-13,2.93,3.09,0.78
1993-05-14,2.96,3.07,0.78
1993-05-17,3.0,3.07,0.78
1993-05-18,3.01,3.14,0.78
1993-05-19,2.97,3.14,0.78
1993-05-20,2.96,3.13,0.78
1993-05-21,3.0,3.16,0.78
1993-05-24,3.04,3.12,0.78
1993-05-25,3.07,3.1,0.78
1993-05-26,3.05,3.07,0.78
1993-05-27,3.06,3.05,0.78
1993-05-28,3.06,3.1,0.78
1993-05-31,3.06,3.1,0.78
1993-06-01,3.04,3.03,0.74
1993-06-02,3.07,2.99,0.74
1993-06-03,3.03,2.99,0.74
1993-06-04,3.11,3.0,0.74
1993-06-07,3.1,2.98,0.74
1993-06-08,3.13,2.96,0.74
1993-06-09,3.11,2.96,0.74
1993-06-10,3.11,2.96,0.74
1993-06-11,3.05,2.92,0.74
1993-06-14,3.05,2.92,0.74
1993-06-15,3.05,2.91,0.74
1993-06-16,3.04,2.92,0.74
1993-06-17,3.03,2.9,0.74
1993-06-18,3.06,2.91,0.74
1993-06-21,3.06,2.86,0.74
1993-06-22,3.09,2.82,0.74
1993-06-23,3.12,2.79,0.74
1993-06-24,3.1,2.78,0.74
1993-06-25,3.08,2.76,0.74
1993-06-28,3.07,2.73,0.74
1993-06-29,3.03,2.76,0.74
1993-06-30,3.03,2.77,0.74
1993-07-01,2.99,2.81,0.76
1993-07-02,2.95,2.81,0.76
1993-07-05,2.95,2.81,0.76
1993-07-06,3.01,2.79,0.76
1993-07-07,3.04,2.76,0.76
1993-07-08,3.02,2.76,0.76
1993-07-09,3.02,2.74,0.76
1993-07-12,3.01,2.74,0.76
1993-07-13,3.04,2.74,0.76
1993-07-14,3.01,2.71,0.76
1993-07-15,3.01,2.71,0.76
1993-07-16,3.01,2.7,0.76
1993-07-19,3.03,2.68,0.76
1993-07-20,3.06,2.69,0.76
1993-07-21,3.07,2.76,0.76
1993-07-22,3.09,2.81,0.76
1993-07-23,3.09,2.86,0.76
1993-07-26,3.08,2.85,0.76
1993-07-27,3.1,2.82,0.76
1993-07-28,3.08,2.82,0.76
1993-07-29,3.02,2.79,0.76
1993-07-30,3.03,2.8,0.76
1993-08-01,3.03,2.8,0.75
1993-08-02,3.07,2.78,0.75
1993-08-03,3.08,2.75,0.75
1993-08-04,3.08,2.79,0.75
1993-08-05,3.05,2.81,0.75
1993-08-06,3.04,2.82,0.75
1993-08-09,3.02,2.8,0.75
1993-08-10,3.03,2.79,0.75
1993-08-11,3.02,2.73,0.75
1993-08-12,3.01,2.76,0.75
1993-08-13,3.02,2.7,0.75
1993-08-16,3.02,2.66,0.75
1993-08-17,3.01,2.69,0.75
1993-08-18,2.99,2.7,0.75
1993-08-19,2.98,2.66,0.75
1993-08-20,2.99,2.62,0.75
1993-08-23,2.99,2.61,0.75
1993-08-24,2.99,2.55,0.75
1993-08-25,2.98,2.53,0.75
1993-08-26,3.0,2.42,0.75
1993-08-27,3.02,2.46,0.75
1993-08-30,3.02,2.42,0.75
1993-08-31,3.01,2.44,0.75
1993-09-01,3.01,2.45,0.68
1993-09-02,2.99,2.42,0.68
1993-09-03,2.94,2.37,0.68
1993-09-06,2.94,2.37,0.68
1993-09-07,2.93,2.3,0.68
1993-09-08,2.96,2.27,0.68
1993-09-09,2.98,2.37,0.68
1993-09-10,2.96,2.33,0.68
1993-09-13,2.97,2.29,0.68
1993-09-14,2.99,2.38,0.68
1993-09-15,2.96,2.43,0.68
1993-09-16,2.95,2.42,0.68
1993-09-17,2.95,2.43,0.68
1993-09-20,2.95,2.47,0.68
1993-09-21,2.92,2.55,0.68
1993-09-22,2.92,2.53,0.68
1993-09-23,2.93,2.49,0.68
1993-09-24,2.93,2.49,0.68
1993-09-27,2.91,2.39,0.68
1993-09-28,2.9,2.38,0.68
1993-09-29,2.93,2.42,0.68
1993-09-30,2.92,2.48,0.68
1993-10-01,2.92,2.42,0.64
1993-10-04,2.93,2.41,0.64
1993-10-05,3.0,2.35,0.64
1993-10-06,2.98,2.37,0.64
1993-10-07,2.98,2.35,0.64
1993-10-08,2.98,2.28,0.64
1993-10-11,2.98,2.28,0.64
1993-10-12,3.01,2.26,0.64
1993-10-13,3.03,2.24,0.64
1993-10-14,3.01,2.22,0.64
1993-10-15,3.01,2.18,0.64
1993-10-18,3.02,2.25,0.64
1993-10-19,3.06,2.21,0.64
1993-10-20,3.04,2.22,0.64
1993-10-21,3.05,2.3,0.64
1993-10-22,3.04,2.38,0.64
1993-10-25,3.04,2.43,0.64
1993-10-26,3.09,2.34,0.64
1993-10-27,3.09,2.35,0.64
1993-10-28,3.04,2.37,0.64
1993-10-29,3.03,2.4,0.64
1993-11-01,3.06,2.5,0.73
1993-11-02,3.12,2.51,0.73
1993-11-03,3.09,2.58,0.73
1993-11-04,3.08,2.59,0.73
1993-11-05,3.06,2.69,0.73
1993-11-08,3.06,2.64,0.73
1993-11-09,3.11,2.53,0.73
1993-11-10,3.12,2.6,0.73
1993-11-11,3.12,2.6,0.73
1993-11-12,3.11,2.55,0.73
1993-11-15,3.11,2.58,0.73
1993-11-16,3.09,2.57,0.73
1993-11-17,3.09,2.56,0.73
1993-11-18,3.11,2.61,0.73
1993-11-19,3.13,2.71,0.73
1993-11-22,3.13,2.76,0.73
1993-11-23,3.12,2.7,0.73
1993-11-24,3.12,2.72,0.73
1993-11-25,3.12,2.72,0.73
1993-11-26,3.11,2.67,0.73
1993-11-29,3.12,2.64,0.73
1993-11-30,3.14,2.69,0.73
1993-12-01,3.12,2.7,0.76
1993-12-02,3.11,2.7,0.76
1993-12-03,3.11,2.69,0.76
1993-12-06,3.09,2.63,0.76
1993-12-07,3.09,2.62,0.76
1993-12-08,3.08,2.63,0.76
1993-12-09,3.06,2.62,0.76
1993-12-10,3.05,2.68,0.76
1993-12-13,3.05,2.73,0.76
1993-12-14,3.04,2.78,0.76
1993-12-15,3.03,2.8,0.76
1993-12-16,3.03,2.81,0.76
1993-12-17,3.03,2.78,0.76
1993-12-20,3.05,2.78,0.76
1993-12-21,3.07,2.78,0.76
1993-12-22,3.06,2.68,0.76
1993-12-23,3.06,2.66,0.76
1993-12-24,3.06,2.66,0.76
1993-12-27,3.06,2.66,0.76
1993-12-28,3.06,2.66,0.76
1993-12-29,3.01,2.73,0.76
1993-12-30,2.98,2.84,0.76
1993-12-31,3.01,2.82,0.76
1994-01-01,3.01,2.82,0.73
1994-01-03,3.03,2.89,0.73
1994-01-04,3.08,2.8,0.73
1994-01-05,3.07,2.83,0.73
1994-01-06,3.05,2.79,0.73
1994-01-07,3.01,2.69,0.73
1994-01-10,2.99,2.68,0.73
1994-01-11,2.98,2.69,0.73
1994-01-12,2.96,2.64,0.73
1994-01-13,2.95,2.76,0.73
1994-01-14,2.97,2.81,0.73
1994-01-17,2.97,2.81,0.73
1994-01-18,2.96,2.78,0.73
1994-01-19,2.97,2.79,0.73
1994-01-20,2.95,2.76,0.73
1994-01-21,2.95,2.78,0.73
1994-01-24,2.93,2.81,0.73
1994-01-25,2.93,2.85,0.73
1994-01-26,2.92,2.85,0.73
1994-01-27,2.92,2.81,0.73
1994-01-28,2.93,2.75,0.73
1994-01-31,2.96,2.74,0.73
1994-02-01,3.03,2.74,0.68
1994-02-02,3.06,2.71,0.68
1994-02-03,3.13,2.68,0.68
1994-02-04,3.23,2.71,0.68
1994-02-07,3.22,2.74,0.68
1994-02-08,3.25,2.76,0.68
1994-02-09,3.25,2.67,0.68
1994-02-10,3.26,2.65,0.68
1994-02-11,3.26,2.62,0.68
1994-02-14,3.26,2.64,0.68
1994-02-15,3.27,2.61,0.68
1994-02-16,3.27,2.62,0.68
1994-02-17,3.28,2.72,0.68
1994-02-18,3.29,2.8,0.68
1994-02-21,3.29,2.8,0.68
1994-02-22,3.29,2.76,0.68
1994-02-23,3.38,2.75,0.68
1994-02-24,3.36,2.86,0.68
1994-02-25,3.37,2.84,0.68
1994-02-28,3.36,2.79,0.68
1994-03-01,3.5,2.78,0.65
1994-03-02,3.47,2.83,0.65
1994-03-03,3.48,2.87,0.65
1994-03-04,3.53,2.85,0.65
1994-03-07,3.52,2.8,0.65
1994-03-08,3.55,2.83,0.65
1994-03-09,3.53,2.85,0.65
1994-03-10,3.49,2.99,0.65
1994-03-11,3.49,2.97,0.65
1994-03-14,3.54,2.96,0.65
1994-03-15,3.58,2.89,0.65
1994-03-16,3.53,2.87,0.65
1994-03-17,3.47,2.93,0.65
1994-03-18,3.48,3.01,0.65
1994-03-21,3.52,3.03,0.65
1994-03-22,3.52,2.92,0.65
1994-03-23,3.46,2.98,0.65
1994-03-24,3.45,3.13,0.65
1994-03-25,3.48,3.13,0.65
1994-03-28,3.5,3.13,0.65
1994-03-29,3.51,3.2,0.65
1994-03-30,3.49,3.29,0.65
1994-03-31,3.48,3.29,0.65
1994-04-01,3.48,3.29,0.64
1994-04-04,3.65,3.51,0.64
1994-04-05,3.66,3.31,0.64
1994-04-06,3.59,3.34,0.64
1994-04-07,3.53,3.33,0.64
1994-04-08,3.56,3.38,0.64
1994-04-11,3.54,3.38,0.64
1994-04-12,3.56,3.31,0.64
1994-04-13,3.56,3.37,0.64
1994-04-14,3.58,3.39,0.64
1994-04-15,3.59,3.38,0.64
1994-04-18,3.7,3.44,0.64
1994-04-19,3.74,3.36,0.64
1994-04-20,3.74,3.31,0.64
1994-04-21,3.74,3.17,0.64
1994-04-22,3.75,3.18,0.64
1994-04-25,3.76,3.1,0.64
1994-04-26,3.88,2.98,0.64
1994-04-27,3.88,2.98,0.64
1994-04-28,3.89,3.15,0.64
1994-04-29,3.87,3.19,0.64
1994-05-01,3.87,3.19,0.63
1994-05-02,3.92,3.17,0.63
1994-05-03,4.02,3.11,0.63
1994-05-04,4.05,3.09,0.63
1994-05-05,4.03,3.08,0.63
1994-05-06,4.18,3.17,0.63
1994-05-09,4.25,3.24,0.63
1994-05-10,4.24,3.09,0.63
1994-05-11,4.22,3.18,0.63
1994-05-12,4.13,3.23,0.63
1994-05-13,4.12,3.17,0.63
1994-05-16,4.15,3.09,0.63
1994-05-17,4.2,2.83,0.63
1994-05-18,4.19,2.84,0.63
1994-05-19,4.13,2.83,0.63
1994-05-20,4.15,2.87,0.63
1994-05-23,4.16,3.03,0.63
1994-05-24,4.22,2.95,0.63
1994-05-25,4.18,2.96,0.63
1994-05-26,4.16,2.93,0.63
1994-05-27,4.18,2.94,0.63
1994-05-30,4.18,2.94,0.63
1994-05-31,4.16,3.01,0.63
1994-06-01,4.18,2.94,0.68
1994-06-02,4.13,2.94,0.68
1994-06-03,4.12,2.86,0.68
1994-06-06,4.09,2.82,0.68
1994-06-07,4.12,2.83,0.68
1994-06-08,4.11,2.85,0.68
1994-06-09,4.12,2.86,0.68
1994-06-10,4.11,2.92,0.68
1994-06-13,4.12,2.95,0.68
1994-06-14,4.11,2.89,0.68
1994-06-15,4.13,2.97,0.68
1994-06-16,4.11,2.96,0.68
1994-06-17,4.12,3.02,0.68
1994-06-20,4.12,3.04,0.68
1994-06-21,4.2,3.02,0.68
1994-06-22,4.18,2.95,0.68
1994-06-23,4.15,2.95,0.68
1994-06-24,4.17,3.05,0.68
1994-06-27,4.14,3.04,0.68
1994-06-28,4.18,3.08,0.68
1994-06-29,4.15,3.09,0.68
1994-06-30,4.15,3.19,0.68
1994-07-01,4.2,3.14,0.69
1994-07-04,4.2,3.14,0.69
1994-07-05,4.21,3.1,0.69
1994-07-06,4.28,3.04,0.69
1994-07-07,4.25,3.05,0.69
1994-07-08,4.37,3.05,0.69
1994-07-11,4.43,3.04,0.69
1994-07-12,4.45,2.98,0.69
1994-07-13,4.41,3.0,0.69
1994-07-14,4.3,2.95,0.69
1994-07-15,4.26,2.99,0.69
1994-07-18,4.24,2.96,0.69
1994-07-19,4.26,2.89,0.69
1994-07-20,4.3,2.95,0.69
1994-07-21,4.33,2.94,0.69
1994-07-22,4.38,2.91,0.69
1994-07-25,4.38,2.89,0.69
1994-07-26,4.41,2.87,0.69
1994-07-27,4.46,2.88,0.69
1994-07-28,4.42,2.87,0.69
1994-07-29,4.27,2.85,0.69
1994-08-01,4.28,2.85,0.67
1994-08-02,4.33,2.78,0.67
1994-08-03,4.33,2.76,0.67
1994-08-04,4.32,2.8,0.67
1994-08-05,4.46,2.82,0.67
1994-08-08,4.47,2.81,0.67
1994-08-09,4.45,2.88,0.67
1994-08-10,4.38,2.92,0.67
1994-08-11,4.34,3.02,0.67
1994-08-12,4.38,2.89,0.67
1994-08-15,4.45,2.85,0.67
1994-08-16,4.62,2.57,0.67
1994-08-17,4.57,2.58,0.67
1994-08-18,4.59,2.69,0.67
1994-08-19,4.56,2.71,0.67
1994-08-22,4.54,2.77,0.67
1994-08-23,4.57,2.71,0.67
1994-08-24,4.54,2.68,0.67
1994-08-25,4.56,2.73,0.67
1994-08-26,4.56,2.68,0.67
1994-08-29,4.57,2.67,0.67
1994-08-30,4.59,2.61,0.67
1994-08-31,4.56,2.63,0.67
1994-09-01,4.55,2.64,0.64
1994-09-02,4.55,2.66,0.64
1994-09-05,4.55,2.66,0.64
1994-09-06,4.55,2.72,0.64
1994-09-07,4.54,2.75,0.64
1994-09-08,4.55,2.75,0.64
1994-09-09,4.58,2.86,0.64
1994-09-12,4.59,2.87,0.64
1994-09-13,4.6,2.84,0.64
1994-09-14,4.58,2.83,0.64
1994-09-15,4.58,2.77,0.64
1994-09-16,4.61,2.91,0.64
1994-09-19,4.58,2.91,0.64
1994-09-20,4.62,2.91,0.64
1994-09-21,4.79,2.77,0.64
1994-09-22,4.79,2.77,0.64
1994-09-23,4.78,2.79,0.64
1994-09-26,4.78,2.79,0.64
1994-09-27,4.71,2.9,0.64
1994-09-28,4.54,3.03,0.64
1994-09-29,4.58,3.06,0.64
1994-09-30,4.67,2.95,0.64
1994-10-01,4.67,2.95,0.63
1994-10-03,4.73,2.93,0.63
1994-10-04,4.96,2.74,0.63
1994-10-05,4.96,2.81,0.63
1994-10-06,4.97,2.81,0.63
1994-10-07,4.88,2.82,0.63
1994-10-10,4.88,2.82,0.63
1994-10-11,4.89,2.76,0.63
1994-10-12,4.99,2.7,0.63
1994-10-13,4.91,2.73,0.63
1994-10-14,4.86,2.75,0.63
1994-10-17,4.85,2.77,0.63
1994-10-18,4.91,2.73,0.63
1994-10-19,4.92,2.76,0.63
1994-10-20,5.0,2.8,0.63
1994-10-21,5.0,2.81,0.63
1994-10-24,5.02,2.84,0.63
1994-10-25,5.06,2.82,0.63
1994-10-26,5.0,2.88,0.63
1994-10-27,4.98,2.9,0.63
1994-10-28,5.01,2.81,0.63
1994-10-31,5.03,2.78,0.63
1994-11-01,5.08,2.83,0.64
1994-11-02,5.09,2.87,0.64
1994-11-03,5.1,2.86,0.64
1994-11-04,5.18,2.86,0.64
1994-11-07,5.22,2.83,0.64
1994-11-08,5.23,2.78,0.64
1994-11-09,5.2,2.74,0.64
1994-11-10,5.23,2.75,0.64
1994-11-11,5.23,2.75,0.64
1994-11-14,5.28,2.66,0.64
1994-11-15,5.38,2.54,0.64
1994-11-16,5.37,2.6,0.64
1994-11-17,5.35,2.68,0.64
1994-11-18,5.34,2.67,0.64
1994-11-21,5.33,2.7,0.64
1994-11-22,5.34,2.66,0.64
1994-11-23,5.29,2.52,0.64
1994-11-24,5.29,2.52,0.64
1994-11-25,5.29,2.51,0.64
1994-11-28,5.39,2.49,0.64
1994-11-29,5.53,2.42,0.64
1994-11-30,5.56,2.35,0.64
1994-12-01,5.55,2.37,0.64
1994-12-02,5.63,2.18,0.64
1994-12-05,5.76,2.07,0.64
1994-12-06,5.77,1.96,0.64
1994-12-07,5.66,2.15,0.64
1994-12-08,5.67,2.12,0.64
1994-12-09,5.66,2.13,0.64
1994-12-12,5.72,2.13,0.64
1994-12-13,5.78,2.05,0.64
1994-12-14,5.68,2.12,0.64
1994-12-15,5.54,2.25,0.64
1994-12-16,5.56,2.25,0.64
1994-12-19,5.56,2.25,0.64
1994-12-20,5.48,2.33,0.64
1994-12-21,5.41,2.39,0.64
1994-12-22,5.46,2.38,0.64
1994-12-23,5.53,2.32,0.64
1994-12-26,5.53,2.32,0.64
1994-12-27,5.53,2.23,0.64
1994-12-28,5.52,2.28,0.64
1994-12-29,5.51,2.31,0.64
1994-12-30,5.53,2.31,0.64
1995-01-01,5.53,2.31,0.62
1995-01-02,5.53,2.31,0.62
1995-01-03,5.53,2.35,0.62
1995-01-04,5.69,2.13,0.62
1995-01-05,5.72,2.16,0.62
1995-01-06,5.74,2.13,0.62
1995-01-09,5.75,2.14,0.62
1995-01-10,5.74,2.1,0.62
1995-01-11,5.63,2.16,0.62
1995-01-12,5.62,2.18,0.62
1995-01-13,5.57,2.12,0.62
1995-01-16,5.57,2.12,0.62
1995-01-17,5.62,2.08,0.62
1995-01-18,5.71,2.0,0.62
1995-01-19,5.71,2.03,0.62
1995-01-20,5.75,2.07,0.62
1995-01-23,5.76,2.07,0.62
1995-01-24,5.81,2.05,0.62
1995-01-25,5.77,2.03,0.62
1995-01-26,5.77,1.99,0.62
1995-01-27,5.76,1.9,0.62
1995-01-30,5.73,1.92,0.62
1995-01-31,5.83,1.77,0.62
1995-02-01,5.9,1.76,0.59
1995-02-02,5.85,1.83,0.59
1995-02-03,5.8,1.69,0.59
1995-02-06,5.8,1.73,0.59
1995-02-07,5.81,1.71,0.59
1995-02-08,5.77,1.76,0.59
1995-02-09,5.78,1.8,0.59
1995-02-10,5.81,1.81,0.59
1995-02-13,5.8,1.81,0.59
1995-02-14,5.79,1.72,0.59
1995-02-15,5.77,1.68,0.59
1995-02-16,5.69,1.71,0.59
1995-02-17,5.7,1.73,0.59
1995-02-20,5.7,1.73,0.59
1995-02-21,5.74,1.7,0.59
1995-02-22,5.69,1.65,0.59
1995-02-23,5.72,1.62,0.59
1995-02-24,5.72,1.61,0.59
1995-02-27,5.72,1.52,0.59
1995-02-28,5.76,1.46,0.59
1995-03-01,5.76,1.47,0.58
1995-03-02,5.75,1.55,0.58
1995-03-03,5.72,1.64,0.58
1995-03-06,5.74,1.67,0.58
1995-03-07,5.78,1.66,0.58
1995-03-08,5.77,1.59,0.58
1995-03-09,5.73,1.57,0.58
1995-03-10,5.77,1.46,0.58
1995-03-13,5.76,1.43,0.58
1995-03-14,5.75,1.34,0.58
1995-03-15,5.74,1.35,0.58
1995-03-16,5.74,1.31,0.58
1995-03-17,5.74,1.38,0.58
1995-03-20,5.73,1.39,0.58
1995-03-21,5.74,1.42,0.58
1995-03-22,5.73,1.48,0.58
1995-03-23,5.71,1.5,0.58
1995-03-24,5.67,1.42,0.58
1995-03-27,5.66,1.39,0.58
1995-03-28,5.71,1.45,0.58
1995-03-29,5.66,1.5,0.58
1995-03-30,5.7,1.48,0.58
1995-03-31,5.7,1.5,0.58
1995-04-01,5.7,1.5,0.57
1995-04-03,5.7,1.44,0.57
1995-04-04,5.73,1.39,0.57
1995-04-05,5.7,1.42,0.57
1995-04-06,5.67,1.42,0.57
1995-04-07,5.68,1.43,0.57
1995-04-10,5.65,1.47,0.57
1995-04-11,5.66,1.43,0.57
1995-04-12,5.64,1.42,0.57
1995-04-13,5.58,1.45,0.57
1995-04-14,5.58,1.45,0.57
1995-04-17,5.62,1.42,0.57
1995-04-18,5.61,1.43,0.57
1995-04-19,5.62,1.44,0.57
1995-04-20,5.6,1.42,0.57
1995-04-21,5.62,1.39,0.57
1995-04-24,5.62,1.39,0.57
1995-04-25,5.67,1.34,0.57
1995-04-26,5.67,1.34,0.57
1995-04-27,5.69,1.35,0.57
1995-04-28,5.69,1.38,0.57
1995-05-01,5.71,1.38,0.55
1995-05-02,5.71,1.33,0.55
1995-05-03,5.66,1.3,0.55
1995-05-04,5.6,1.25,0.55
1995-05-05,5.57,1.12,0.55
1995-05-08,5.58,1.12,0.55
1995-05-09,5.63,0.98,0.55
1995-05-10,5.64,1.02,0.55
1995-05-11,5.66,1.02,0.55
1995-05-12,5.69,0.98,0.55
1995-05-15,5.7,0.92,0.55
1995-05-16,5.69,0.88,0.55
1995-05-17,5.68,0.85,0.55
1995-05-18,5.69,0.92,0.55
1995-05-19,5.69,0.92,0.55
1995-05-22,5.71,0.92,0.55
1995-05-23,5.73,0.84,0.55
1995-05-24,5.69,0.75,0.55
1995-05-25,5.66,0.73,0.55
1995-05-26,5.66,0.74,0.55
1995-05-29,5.66,0.74,0.55
1995-05-30,5.65,0.65,0.55
1995-05-31,5.63,0.67,0.55
1995-06-01,5.5,0.7,0.6
1995-06-02,5.42,0.68,0.6
1995-06-05,5.51,0.57,0.6
1995-06-06,5.52,0.56,0.6
1995-06-07,5.57,0.63,0.6
1995-06-08,5.59,0.63,0.6
1995-06-09,5.6,0.8,0.6
1995-06-12,5.56,0.81,0.6
1995-06-13,5.44,0.7,0.6
1995-06-14,5.44,0.71,0.6
1995-06-15,5.48,0.7,0.6
1995-06-16,5.49,0.72,0.6
1995-06-19,5.46,0.67,0.6
1995-06-20,5.48,0.68,0.6
1995-06-21,5.43,0.7,0.6
1995-06-22,5.37,0.67,0.6
1995-06-23,5.38,0.68,0.6
1995-06-26,5.39,0.72,0.6
1995-06-27,5.42,0.73,0.6
1995-06-28,5.4,0.7,0.6
1995-06-29,5.5,0.78,0.6
1995-06-30,5.44,0.77,0.6
1995-07-01,5.44,0.77,0.63
1995-07-03,5.46,0.75,0.63
1995-07-04,5.46,0.75,0.63
1995-07-05,5.51,0.68,0.63
1995-07-06,5.37,0.68,0.63
1995-07-07,5.38,0.66,0.63
1995-07-10,5.36,0.68,0.63
1995-07-11,5.39,0.7,0.63
1995-07-12,5.38,0.72,0.63
1995-07-13,5.39,0.7,0.63
1995-07-14,5.43,0.72,0.63
1995-07-17,5.45,0.77,0.63
1995-07-18,5.44,0.81,0.63
1995-07-19,5.41,1.02,0.63
1995-07-20,5.43,1.0,0.63
1995-07-21,5.44,1.09,0.63
1995-07-24,5.44,1.02,0.63
1995-07-25,5.45,0.98,0.63
1995-07-26,5.46,1.02,0.63
